"author","year","title","container","publisher","doi","url","File","ID","journal_disam","container_match_journal","pub_match_journal","container_match_agency","author_match_agency","pub_match_agency","container_match_conf","pub_match_conf","container_match_agency_p","author_match_agency_p","pub_match_agency_p","training_input","class","classification"
"USEnvironmental Protection Agency; JH Viers; D Liptzin; TS Rosenstock; VB Jensen; AD Hollander; A McNally; AM King; G Kourakos; EM Lopez; N De La Mora; A FryjoffHung","2018","Aquifer Exemptions",NA,NA,NA,"https://www.epa.gov/uic/aquifer-exemption-data","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","239",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"USEnvironmental Protection Agency; JH Viers; D Liptzin; TS Rosenstock; VB Jensen; AD Hollander; A McNally; AM King; G Kourakos; EM Lopez; N De La Mora; A FryjoffHung","unsure","keras"
"C, Darby; J, Quinn; Harter, T","2012",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","240",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"C, Darby; J, Quinn; Harter, T","delete","keras"
NA,"2005","Road 19 Fairmead CA 243244 Jan",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","242",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Road 19 Fairmead CA 243244 Jan","delete","keras"
"Jan","2005",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","243",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Jan","unsure","keras"
"Robison","2007","Satellitebased Energy Balance for Mapping Evapotranspiration with Internalized Calibration METRICApplications","J Irrig and Drain Engng",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","245","Journal of Irrig and Drain Engng",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"J Irrig and Drain Engng","delete","keras"
"AKELEngineering Group; Inc","2014","City of Madera 2014 Water System Master Plan",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","247",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"AKELEngineering Group; Inc","delete","keras"
"Cited in Provost; Pritchard","2017","City of Madera Urban Water Management Plan 2015 Update",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","248",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Cited in Provost; Pritchard","delete","keras"
"Blair, LE; Westra, JJ","1998",NA,"Amended ",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","249","Amended October",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Amended ","unsure","keras"
"Corporation, Boyle Engineering","1999",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","250",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Corporation, Boyle Engineering","unsure","keras"
NA,"1995","Water Quality Control Plan for the San Francisco BaySacramentoSan Joaquin Delta Estuary",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","251",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Water Quality Control Plan for the San Francisco BaySacramentoSan Joaquin Delta Estuary","agency","keras"
NA,"1981","Water Well Standards",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","252",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Water Well Standards","unsure","keras"
"DWR","1992",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","253",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DWR","unsure","keras"
NA,"1993","Memorandum Report by Anthony Camoroda Cited in Todd Engineers",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","254",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Memorandum Report by Anthony Camoroda Cited in Todd Engineers","unsure","keras"
"DWR","2003","Bulletin 118 Californias Groundwater Update",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","255",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DWR","unsure","keras"
"DWR","2004","Californias Groundwater Bulletin 118 San Joaquin Valley Groundwater Basin Chowchilla Subbasin",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","256",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DWR","unsure","keras"
"DWR","2007","California Central Valley Unimpaired Flow Data Fourth Edition Draft",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","257",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DWR","unsure","keras"
"DWR","2015","IWFM Demand Calculator IDC2015 Revision 36 Theoretical Documentation and Users Manual Central Valley Modeling Unit Modeling Support Branch BayDelta Office",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","258",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DWR","unsure","keras"
"DWR","2015","Integrated Water Flow Model Demand Calculator",NA,NA,NA,"https://water.ca.gov/Library/Modeling-and-Analysis/Modeling-Platforms/Integrated-Water-FlowModel-Demand-Calculator.","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","259",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DWR","unsure","keras"
"DWR","2015","Best Management Practices for the Sustainable Management of Groundwater Water Budget BMP","California DWR Sustainable Groundwater Management Program",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","260","California DWR Sustainable Groundwater Management Program",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"California DWR Sustainable Groundwater Management Program","unsure","keras"
"DWR","2016","Best Management Practices for Sustainable Management of Groundwater Hydrogeologic Conceptual Model",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","261",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DWR","unsure","keras"
"DWR","2016","Best Management Practices for Sustainable Management of Groundwater Monitoring Networks and Identification of Data Gaps",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","262",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DWR","unsure","keras"
"DWR","2016","Best Management Practices for Sustainable Management of Groundwater",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","263",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DWR","unsure","keras"
"DWR","2016","Californias Groundwater Bulletin 118 Interim Update",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","264",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DWR","unsure","keras"
"DWR","2017","Best Management Practices for Sustainable Management of Groundwater Sustainable Management Criteria",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","265",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DWR","unsure","keras"
"DWR","2017","Best Management Practices for the Sustainable Management of Groundwater Sustainable Management Criteria BMP Draft","California DWR Sustainable Groundwater Management Program",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","266","California DWR Sustainable Groundwater Management Program",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"California DWR Sustainable Groundwater Management Program","unsure","keras"
"DWR","2019","Chronological Reconstructed Sacramento and San Joaquin Valley Water Year Hydrologic",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","267",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DWR","unsure","keras"
NA,NA,"Classification Indices California Cooperative Snow Surveys",NA,NA,NA,"http://cdec.water.ca.gov/cgiprogs/iodir/WSIHIST.","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","268",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Classification Indices California Cooperative Snow Surveys","agency","keras"
"Castle & Cooke2018",NA,NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","269",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Castle & Cooke2018","unsure","keras"
"City of Madera; PMC","2009","City of Madera General Plan",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","270",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"City of Madera; PMC","unsure","keras"
"Clemmens, AJ; Burt, CM","1997","Accuracy of Irrigation Efficiency Estimates","J Irrig and Drain Engng",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","271","Journal of Irrig and Drain Engng",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"J Irrig and Drain Engng","delete","keras"
"County of Madera","1995",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","272",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"County of Madera","unsure","keras"
"CPAD","2019","California Protected Areas Database",NA,NA,NA,"https://www.calands.org/cpad/","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","273",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"CPAD","unsure","keras"
"Engineering, Davids; Luhdorff; Engineers, Scalmanini Consulting","2017","Technical Memorandum Madera Subbasin Sustainable Groundwater Management Act","Data Collection and Analysis",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","274","Data Collection and Analysis",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Data Collection and Analysis","unsure","keras"
"Davis, GH; Green, JH; Olmsted, PH; Brown, DW","1959","GroundWater Conditions and Storage Capacity in the",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","275",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Davis, GH; Green, JH; Olmsted, PH; Brown, DW","unsure","keras"
"Driscoll, FG","1986","Groundwater and Wells Johnson Screens St",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","276",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Driscoll, FG","delete","keras"
"Friant Water Authority","2018","Technical Memorandum Estimate of Future Friant Division Supplies for Use in Groundwater Sustainability Plans",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","278",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Friant Water Authority","unsure","keras"
"Gravelly Ford Water District","2012",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","279",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Gravelly Ford Water District","unsure","keras"
"Attorneys, Herum Crabtree Suntag","2017",NA,"Madera Local Agency Formation Commission LAFCO",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","280","Madera Local Agency Formation Commission LAFCO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Madera Local Agency Formation Commission LAFCO","agency","keras"
"Hopkins, J; Anderson, B","1994",NA,"Cited in Hopkins",NA,NA,"http://www.twdb.texas.gov/groundwater/docs/UMs/UM-52.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","281","Cited in Hopkins",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Cited in Hopkins","delete","keras"
"Klausmeyer, K; Howard, J; KeelerWolf, T; DavisFadtke, K; Hull, R; Lyons, A","2018","Mapping Indicators of Groundwater Dependent Ecosystems in California",NA,NA,NA,"https://data.ca.gov/dataset/natural-communitiescommonly-associated-groundwater.","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","282",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Klausmeyer, K; Howard, J; KeelerWolf, T; DavisFadtke, K; Hull, R; Lyons, A","delete","keras"
"Loux, J; WinerSkonovd, R; Gellerman, E","2012","Evaluation of Combined Rainwater and Greywater Systems for Multiple Development Types in Mediterranean Climates","Journal of Water Sustainability",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","283","Journal of Water Sustainability",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Journal of Water Sustainability","journal","keras"
"Luhdorff; Engineers, Scalmanini Consulting","2014","East San Joaquin Water Quality Coalition Groundwater Quality Assessment Report",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","284",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Luhdorff; Engineers, Scalmanini Consulting","unsure","keras"
"Luhdorff; Engineers, Scalmanini Consulting; Associates, Larry Walker","2016","Region 5 Updated Groundwater Quality Analysis and High Resolution Mapping for",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","285",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Luhdorff; Engineers, Scalmanini Consulting; Associates, Larry Walker","unsure","keras"
"Madera County","2017",NA,"Sierra Watershed Progressive",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","286","Sierra Watershed Progressive",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Sierra Watershed Progressive","unsure","keras"
"Mendenhall, WC; Dole, RB; Stabler, H","1916","Ground Water in",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","287",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Mendenhall, WC; Dole, RB; Stabler, H","unsure","keras"
"Mitten, HT; Bertoldi, GL; RA, LeBlanc","1970","Geology Hydrology and Quality of Water in the Madera Area",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","288",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Mitten, HT; Bertoldi, GL; RA, LeBlanc","unsure","keras"
"Olmos, KC; Loge, FJ","2013","Offsetting Water Conservation Costs to Achieve NetZero Water Use","JournalAmerican Water Works Association",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","290","JournalAmerican Water Works Association",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"JournalAmerican Water Works Association","journal","keras"
"Page, RW","1973","Base of Fresh Ground Water Approximately 3000 Micromhos in the",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","292",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Page, RW","delete","keras"
"Page, RW","1986","Geology of the Fresh GroundWater Basin of the Central Valley","California with Texture Maps and Sections USGS Professional Paper 1401c",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","293","California with Texture Maps and Sections USGS Professional Paper 1401c",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"California with Texture Maps and Sections USGS Professional Paper 1401c","agency","keras"
"Pacific Fishery Management Council","2014","Appendix a to the Pacific Coast Salmon Fishery Management Plan as Modified by Amendment 18 to the Pacific Coast Salmon Plan Identification and Description of Essential Fish Habitat Adverse Impacts and Recommended Conservation Measures for Salmon",NA,NA,NA,"https://www.pcouncil.org/wp-content/uploads/Salmon_EFH_Appendix_A_FINAL_September25.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","294",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Pacific Fishery Management Council","unsure","keras"
"Provost; Pritchard, Wood Rodgers; KDSA","2014",NA,NA,"City of Madera and SouthEst Madera County United",NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","295",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,"City of Madera and SouthEst Madera County United","unsure","keras"
"Provost & Pritchard","2015","Madera Integrated Regional Water Management Plan",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","296",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Provost & Pritchard","delete","keras"
"Provost & Pritchard","2017","City of Madera Urban Water Management Plan 2015 Update",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","297",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Provost & Pritchard","delete","keras"
"Regional Water Quality Control Board; Central Valley Region","2018","Amendments to the Water Quality Control Plans for the Sacramento River and San Joaquin River Basins and Tulare Lake Basin to Incorporate a Central Valleywide Salt and Nitrate Control Program",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","298",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Regional Water Quality Control Board; Central Valley Region","agency","keras"
"Rohde, MM; Matsumoto, S; Howard, J; Liu, S; Riege, L; Remson, EJ","2018","Groundwater Dependent Ecosystems under the Sustainable Groundwater Management Act Guidance for Preparing Groundwater Sustainability Plans",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","299",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Rohde, MM; Matsumoto, S; Howard, J; Liu, S; Riege, L; Remson, EJ","delete","keras"
"Steiner, DB","2005","Effects to Water Supply and Friant Operations Resulting from Plaintiffs Friant Release Requirements",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","301",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Steiner, DB","unsure","keras"
NA,"2005","San Joaquin River Restoration Settlement",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","302",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"San Joaquin River Restoration Settlement","unsure","keras"
"Todd Engineers; Cited in Provost; Wood Rodgers Pritchard; KDSA","2002",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","303",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Todd Engineers; Cited in Provost; Wood Rodgers Pritchard; KDSA","unsure","keras"
"Conservancy, The Nature","2014","Groundwater and Stream Interaction in Californias Central Valley Insights for Sustainable Groundwater Management",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","304",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Conservancy, The Nature","journal","keras"
"Thoreson, B; Clark, B; Soppe, R; Keller, A; Bastiaanssen, W; Eckhardt, J","2009",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","305",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Thoreson, B; Clark, B; Soppe, R; Keller, A; Bastiaanssen, W; Eckhardt, J","delete","keras"
"Approaches",NA,"Proceedings of the 2009 World Environmental and Water Resources Congress",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","306",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Approaches","unsure","keras"
"TRC","2015","Second Quarter 2015 Monitoring Report Former MacGillis and Gibbs Pole Treating Facility",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","307",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"TRC","unsure","keras"
"Madera, Trigo Site; File, California BNSF","2015",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","308",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Madera, Trigo Site; File, California BNSF","unsure","keras"
"USDANRCS","2007","National Engineering Handbook Part 630 Hydrology Chapter 7",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","311",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"USDANRCS","unsure","keras"
"USEnvironmental Protection Agency","2009","National Primary Drinking Water Regulations",NA,NA,NA,"https://www.epa.gov/sites/production/files/2016-06/documents/npwdr_complete_table.pdf.","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","312",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"USEnvironmental Protection Agency","agency","keras"
"Fish, United State; Services, Wildlife","2019","Threatened and Endangered Species Active Critical Habitat Report Online Mapping Tool",NA,NA,NA,"https://fws.maps.arcgis.com/home/webmap/viewer?","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/madera_gsp.json","313",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Fish, United State; Services, Wildlife","agency","keras"
NA,"1973","Figure 213 Geologic CrossSection a",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","314",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Figure 213 Geologic CrossSection a","unsure","keras"
NA,"1973","Figure 214 Geologic CrossSection B",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","315",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Figure 214 Geologic CrossSection B","unsure","keras"
NA,"1973","Figure 215 Geologic CrossSection C",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","316",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Figure 215 Geologic CrossSection C","unsure","keras"
NA,"1973","Figure 216 Geologic CrossSection D",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","317",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Figure 216 Geologic CrossSection D","unsure","keras"
NA,"1973","Figure 217 Geologic CrossSection E",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","318",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Figure 217 Geologic CrossSection E","unsure","keras"
NA,"1977","Figure 218 Location of Geologic Cross Sections Figure 219 Geologic CrossSection a",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","319",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Figure 218 Location of Geologic Cross Sections Figure 219 Geologic CrossSection a","unsure","keras"
"Source","1977","Figure 220 Geologic CrossSection B",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","320",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Source","unsure","keras"
"Source","1977","Figure 221 Geologic CrossSection C",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","321",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Source","unsure","keras"
"Source","1977","Figure 222 Geologic CrossSection D",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","322",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Source","unsure","keras"
"Source","1977",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","323",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Source","unsure","keras"
NA,"2018","Groundwater Pumping and Allocations under Californias Sustainable Groundwater Management Act",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","324",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Groundwater Pumping and Allocations under Californias Sustainable Groundwater Management Act","unsure","keras"
NA,"2018","Groundwater Pumping and Allocations under Californias Sustainable Groundwater Management Act","Page",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","325","Page",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"Page","delete","keras"
"AMEC & AMEC","2008","Merced Groundwater Basin Groundwater Management Plan Update Merced Groundwater Basin Groundwater Management Plan Update",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/merced_gsp.json","326",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"AMEC & AMEC","delete","keras"
